,0,1,2,3,4,5,6
A1b,"{2048.0, 2049.0, 2019.0, 1925.0, 1926.0, 1740.0, 1486.0, 1586.0, 1683.0, 1684.0, 1939.0, 2100.0, 1595.0, 1756.0}","{2048.0, 2049.0, 2019.0, 1925.0, 1741.0, 1486.0, 1683.0, 1684.0, 2100.0}","{2048.0, 2049.0, 2019.0, 1925.0, 1486.0, 1683.0, 1684.0, 2100.0}","{2048.0, 2049.0, 2019.0, 1925.0, 1926.0, 1740.0, 1741.0, 1486.0, 1586.0, 1683.0, 1684.0, 2100.0, 1939.0, 1595.0, 1756.0}",8,15,0.5333333333333333
DBN1,set(),{1511.0},set(),{1511.0},0,1,0.0
D1a,"{2072.0, 1695.0, 1696.0, 1967.0, 1587.0, 1588.0, 2046.0, 1988.0, 1989.0, 1878.0, 1880.0, 1887.0, 1888.0, 1889.0, 1893.0, 1894.0, 2024.0, 1642.0, 1902.0, 1906.0, 1908.0, 1914.0, 1915.0, 1916.0, 2173.0, 1918.0}","{1551.0, 1555.0, 1687.0, 1560.0, 2072.0, 1565.0, 1566.0, 1695.0, 1588.0, 2046.0, 1989.0, 1878.0, 1880.0, 1887.0, 1888.0, 1631.0, 1893.0, 1894.0, 2024.0, 1642.0, 1908.0, 1914.0, 1915.0, 1916.0, 1918.0}","{1888.0, 1989.0, 1893.0, 1894.0, 2024.0, 1642.0, 1918.0, 1880.0, 1588.0, 1908.0, 1878.0, 1887.0, 2072.0, 1914.0, 1915.0, 1916.0, 2046.0, 1695.0}","{1551.0, 1555.0, 1687.0, 1560.0, 2072.0, 1565.0, 1566.0, 1695.0, 1696.0, 1967.0, 1587.0, 1588.0, 2046.0, 1988.0, 1989.0, 1878.0, 1880.0, 1887.0, 1888.0, 1631.0, 1889.0, 1893.0, 1894.0, 2024.0, 1642.0, 1902.0, 1906.0, 1908.0, 1914.0, 1915.0, 1916.0, 2173.0, 1918.0}",18,33,0.5454545454545454
A1f,"{1914.0, 1915.0, 1916.0, 1917.0}","{1647.0, 1648.0, 1586.0, 1914.0, 1915.0, 1916.0, 1917.0}","{1914.0, 1915.0, 1916.0, 1917.0}","{1647.0, 1648.0, 1586.0, 1914.0, 1915.0, 1916.0, 1917.0}",4,7,0.5714285714285714
I2,set(),"{1777.0, 1779.0, 1596.0, 1781.0}",set(),"{1777.0, 1779.0, 1596.0, 1781.0}",0,4,0.0
CL1,"{2177.0, 1925.0, 2182.0, 2185.0, 1690.0, 1693.0, 2218.0, 1968.0, 1969.0, 1716.0, 1717.0, 1478.0, 1862.0, 1740.0, 1486.0, 2260.0, 2263.0, 1883.0, 1884.0, 2014.0, 2015.0, 2149.0, 1897.0, 1899.0, 1777.0, 1905.0, 2038.0, 1914.0, 1916.0, 1917.0}","{2177.0, 1925.0, 1926.0, 2182.0, 2185.0, 2218.0, 1968.0, 1716.0, 1845.0, 1722.0, 1723.0, 1724.0, 1997.0, 2254.0, 2260.0, 2263.0, 2014.0, 2015.0, 2149.0, 1897.0, 1899.0, 1645.0, 1905.0, 1652.0, 2038.0, 1914.0, 1916.0, 1917.0}","{2177.0, 1925.0, 2182.0, 2185.0, 2218.0, 1968.0, 1716.0, 2260.0, 2263.0, 2014.0, 2015.0, 2149.0, 1897.0, 1899.0, 1905.0, 2038.0, 1914.0, 1916.0, 1917.0}","{2177.0, 1925.0, 1926.0, 2182.0, 2185.0, 1690.0, 1693.0, 2218.0, 1968.0, 1969.0, 1716.0, 1845.0, 1717.0, 1722.0, 1723.0, 1724.0, 1478.0, 1862.0, 1740.0, 1997.0, 2254.0, 1486.0, 2260.0, 2263.0, 1883.0, 1884.0, 2014.0, 2015.0, 2149.0, 1897.0, 1899.0, 1645.0, 1905.0, 1777.0, 1652.0, 2038.0, 1914.0, 1916.0, 1917.0}",19,39,0.48717948717948717
N3,"{1794.0, 1667.0, 2252.0, 2254.0, 2259.0, 1780.0, 1717.0, 2260.0, 2261.0, 2263.0, 2140.0}","{2252.0, 2254.0, 2259.0, 1780.0, 1717.0, 2260.0, 2261.0, 2263.0, 2140.0}","{2252.0, 2254.0, 2259.0, 1780.0, 1717.0, 2260.0, 2261.0, 2263.0, 2140.0}","{1794.0, 1667.0, 2252.0, 2254.0, 2259.0, 1780.0, 1717.0, 2260.0, 2261.0, 2263.0, 2140.0}",9,11,0.8181818181818182
BK1,"{1801.0, 1845.0, 1721.0, 1850.0, 1728.0, 1859.0, 1737.0, 1740.0, 1741.0, 1749.0, 1750.0, 2265.0, 1881.0, 2283.0, 2030.0, 2031.0, 1777.0, 2034.0, 1909.0}","{1728.0, 1859.0, 1801.0, 1738.0, 1850.0, 2030.0, 1744.0, 1776.0, 2031.0, 2034.0, 1845.0, 1909.0, 1881.0, 1721.0, 1722.0, 1723.0, 1724.0, 1882.0}","{1728.0, 1859.0, 1801.0, 2030.0, 2031.0, 2034.0, 1721.0, 1845.0, 1909.0, 1881.0, 1850.0}","{1801.0, 1845.0, 1721.0, 1850.0, 1722.0, 1723.0, 1724.0, 1728.0, 1859.0, 1737.0, 1738.0, 1740.0, 1741.0, 1744.0, 1749.0, 1750.0, 1881.0, 1882.0, 2265.0, 2283.0, 2030.0, 2031.0, 1776.0, 1777.0, 2034.0, 1909.0}",11,26,0.4230769230769231
KA1b,"{1732.0, 2034.0, 2036.0, 2228.0, 1910.0, 1912.0, 1722.0}","{1794.0, 1732.0, 1733.0, 2034.0, 2036.0, 2228.0, 1910.0, 2230.0, 1912.0}","{1732.0, 2034.0, 2228.0, 2036.0, 1910.0, 1912.0}","{1794.0, 1732.0, 1733.0, 2034.0, 2036.0, 2228.0, 1910.0, 2230.0, 1912.0, 1722.0}",6,10,0.6
A1g,"{1985.0, 1890.0, 1987.0, 1956.0, 1957.0, 2025.0, 1739.0, 2171.0, 1902.0, 2222.0, 2096.0, 1906.0, 1908.0, 2102.0, 1978.0, 1851.0, 2173.0, 1887.0}","{1888.0, 1985.0, 1890.0, 2208.0, 2025.0, 1739.0, 2171.0, 2189.0, 1902.0, 2095.0, 2096.0, 2222.0, 1906.0, 1908.0, 2102.0, 1851.0, 2173.0, 1887.0}","{1985.0, 1890.0, 1851.0, 2025.0, 1739.0, 1902.0, 2222.0, 2096.0, 1906.0, 1908.0, 2102.0, 2171.0, 2173.0, 1887.0}","{2189.0, 2208.0, 1956.0, 1957.0, 2222.0, 2095.0, 2096.0, 2102.0, 1978.0, 1851.0, 1985.0, 1987.0, 1739.0, 1887.0, 1888.0, 1890.0, 2025.0, 1902.0, 1906.0, 1908.0, 2171.0, 2173.0}",14,22,0.6363636363636364
A2a,"{2208.0, 1861.0, 2095.0, 1950.0, 1849.0, 2270.0, 2174.0}","{2208.0, 1793.0, 1987.0, 1861.0, 2174.0, 1768.0, 1769.0, 1849.0, 1978.0, 1950.0}","{2208.0, 1861.0, 1950.0, 1849.0, 2174.0}","{2208.0, 1793.0, 1987.0, 1861.0, 2174.0, 1768.0, 1769.0, 2095.0, 1849.0, 1978.0, 2270.0, 1950.0}",5,12,0.4166666666666667
A1d,"{2176.0, 1926.0, 2057.0, 1802.0, 2058.0, 2189.0, 2205.0, 1954.0, 2223.0, 2224.0, 2097.0, 2102.0, 1723.0, 1853.0, 1854.0, 1856.0, 1879.0, 2266.0, 2267.0, 1767.0, 1768.0, 1786.0, 2175.0}","{1856.0, 1953.0, 1954.0, 2176.0, 1956.0, 1957.0, 2208.0, 1802.0, 2097.0, 1939.0, 2102.0, 1879.0, 2205.0, 1786.0, 2267.0, 1853.0, 1854.0, 2175.0}","{1856.0, 2176.0, 1954.0, 1802.0, 1853.0, 2097.0, 2102.0, 1879.0, 1786.0, 2267.0, 2205.0, 1854.0, 2175.0}","{2176.0, 1926.0, 2057.0, 1802.0, 2058.0, 2189.0, 1939.0, 2205.0, 2208.0, 1953.0, 1954.0, 1956.0, 1957.0, 2223.0, 2224.0, 2097.0, 2102.0, 1723.0, 1853.0, 1854.0, 1856.0, 1879.0, 2266.0, 2267.0, 1767.0, 1768.0, 1786.0, 2175.0}",13,28,0.4642857142857143
A2c,"{1867.0, 2286.0, 2287.0}","{2286.0, 1867.0, 2270.0, 2287.0}","{1867.0, 2286.0, 2287.0}","{2286.0, 1867.0, 2270.0, 2287.0}",3,4,0.75
F2,"{1952.0, 1985.0, 1987.0, 1640.0, 2025.0, 1642.0, 1901.0, 2095.0, 1978.0, 2270.0}","{1952.0, 1953.0, 1985.0, 2245.0, 2248.0, 2025.0, 1901.0, 1874.0, 1978.0, 2270.0}","{1952.0, 1985.0, 2025.0, 1901.0, 1978.0, 2270.0}","{1952.0, 1953.0, 1985.0, 1987.0, 2245.0, 2248.0, 2025.0, 1640.0, 1642.0, 1901.0, 2095.0, 1874.0, 1978.0, 2270.0}",6,14,0.42857142857142855
AE1,{1907.0},{1907.0},{1907.0},{1907.0},1,1,1.0
A1e,"{1953.0, 1954.0, 2209.0, 2191.0, 2069.0, 2070.0, 2071.0}","{2209.0, 1954.0, 2191.0, 2069.0, 2070.0, 2071.0}","{2209.0, 1954.0, 2191.0, 2069.0, 2070.0, 2071.0}","{2209.0, 1954.0, 1953.0, 2191.0, 2069.0, 2070.0, 2071.0}",6,7,0.8571428571428571
Cl1,set(),{1969.0},set(),{1969.0},0,1,0.0
Q2,{2034.0},{2034.0},{2034.0},{2034.0},1,1,1.0
CE5,set(),{2066.0},set(),{2066.0},0,1,0.0
d1,set(),{2072.0},set(),{2072.0},0,1,0.0
P3,"{2218.0, 2093.0, 2270.0}","{2218.0, 2093.0, 2270.0}","{2218.0, 2093.0, 2270.0}","{2218.0, 2093.0, 2270.0}",3,3,1.0
BF5,set(),{2120.0},set(),{2120.0},0,1,0.0
Bn1,set(),{2127.0},set(),{2127.0},0,1,0.0
A2b,{2222.0},"{2270.0, 2222.0}",{2222.0},"{2270.0, 2222.0}",1,2,0.5
R1,{2222.0},{2222.0},{2222.0},{2222.0},1,1,1.0
A1a,set(),"{2266.0, 2223.0}",set(),"{2266.0, 2223.0}",0,2,0.0
K3,set(),"{2283.0, 2252.0, 2270.0}",set(),"{2283.0, 2252.0, 2270.0}",0,3,0.0
Unnamed: 51,"{1739.0, 1437.0, 1902.0}",set(),set(),"{1739.0, 1437.0, 1902.0}",0,3,0.0
BE1,{1959.0},set(),set(),{1959.0},0,1,0.0
average,,,,,,,0.4918177412972021
